79	83	21	71	99	28	21
81	61	95	5	37	99	95
13	78	48	10	9	29	48
57	87	69	18	75	61	69
66	89	18	99	59	44	18
57	4	69	49	14	41	69
11	66	82	41	92	82	82
76	33	4	25	40	62	4
34	58	55	71	12	97	55
88	69	78	91	69	17	78
50	5	97	38	92	76	97
43	71	2	4	8	22	2
68	32	4	85	16	65	4
39	18	59	62	62	89	59
67	97	68	88	80	1	68
53	27	97	47	17	65	97
55	76	70	93	40	25	70
54	16	100	63	74	2	100
10	12	23	63	74	47	23
99	82	58	22	27	21	58
23	89	97	67	5	42	97
89	1	1	8	5	47	1
85	90	29	34	6	48	29
90	22	63	21	55	100	63
1	71	86	34	35	14	86
58	36	2	54	45	3	2
9	45	30	55	29	90	30
2	87	83	18	3	48	83
37	26	21	57	13	56	21
10	84	29	48	68	36	29
55	21	54	57	95	51	54
8	30	19	66	56	43	19
15	75	31	72	82	62	31
53	32	74	84	93	32	74
93	92	39	44	73	87	39
93	68	11	51	34	87	11
1	63	43	39	5	63	43
60	31	64	15	66	14	64
44	37	76	23	100	72	76
76	31	94	21	40	4	94
79	24	60	91	50	8	60
59	59	32	18	63	33	32
79	65	50	56	3	78	50
63	4	99	61	15	85	99
90	46	63	92	24	51	63
29	52	58	82	97	17	58
62	27	19	82	91	12	19
78	3	94	17	45	85	94
54	26	32	10	19	74	32
7	32	83	48	81	1	83
78	35	54	80	18	16	54
99	69	79	86	32	25	79
46	27	50	54	44	2	50
63	67	36	46	64	23	36
96	80	44	41	64	73	44
65	20	27	57	12	99	27
59	95	71	80	36	16	71
57	28	97	58	91	100	97
27	69	12	42	88	22	12
96	37	89	27	92	86	89
19	24	100	60	94	10	100
60	13	88	44	60	42	88
44	54	100	5	49	97	100
39	95	23	39	47	32	23
18	8	31	72	56	45	31
22	16	34	62	27	27	34
31	16	35	27	23	20	35
61	84	10	11	61	43	10
41	57	14	56	24	33	14
58	92	58	31	51	74	58
82	83	52	1	94	4	52
86	67	32	86	71	75	32
85	80	16	1	16	65	16
52	32	1	86	24	81	1
74	86	70	64	2	14	70
63	45	70	7	76	99	70
69	52	87	18	35	9	87
48	38	58	43	89	80	58
69	42	96	35	1	42	96
21	26	89	55	71	49	89
72	91	28	97	7	100	28
7	12	77	35	56	56	77
54	38	61	45	91	18	61
81	38	94	4	2	23	94
71	65	78	3	1	100	78
81	11	4	56	89	23	4
77	26	27	5	29	46	27
40	96	78	97	90	80	78
16	7	80	91	20	86	80
74	68	52	37	76	32	52
9	70	51	100	53	67	51
35	57	50	24	90	88	50
45	2	11	83	5	15	11
21	41	42	34	19	85	42
33	57	88	3	3	80	88
5	54	79	63	32	90	79
82	14	23	17	50	53	23
15	60	23	91	99	72	23
84	21	58	100	65	88	58
51	15	90	51	96	62	90
90	78	76	63	76	25	76
62	53	43	82	24	66	43
94	49	98	11	43	45	98
29	93	27	65	72	55	27
98	80	92	22	6	39	92
99	75	12	31	33	96	12
39	80	75	42	3	56	75
31	100	15	28	12	61	15
80	63	13	76	20	18	13
67	25	24	93	25	44	24
10	50	71	19	5	6	71
59	41	73	53	2	84	73
53	90	67	44	15	61	67
82	34	5	92	7	30	5
50	79	21	58	1	21	21
45	8	46	90	83	40	46
29	25	9	84	41	67	9
14	1	71	63	31	89	71
54	86	84	99	89	56	84
62	10	4	24	69	63	4
57	3	40	39	50	96	40
41	7	67	16	90	77	67
49	14	3	15	74	94	3
73	33	32	42	56	81	32
94	52	74	59	13	90	74
14	68	54	19	86	38	54
18	8	44	8	93	66	44
90	56	93	85	63	94	93
64	73	63	67	42	59	63
13	70	39	47	23	31	39
12	20	67	43	97	34	67
77	2	65	76	93	51	65
17	55	53	77	92	35	53
99	60	6	43	23	22	6
53	69	40	59	54	76	40
74	14	34	23	21	11	34
54	10	85	98	2	25	85
70	25	23	27	10	22	23
6	53	62	81	50	65	62
65	35	87	31	65	19	87
39	93	6	53	3	84	6
93	33	51	47	74	98	51
88	89	65	48	9	88	65
68	17	15	41	100	36	15
96	42	82	11	35	72	82
22	69	6	46	98	17	6
84	79	41	5	71	78	41
28	2	25	32	54	59	25
61	52	61	97	37	48	61
62	10	77	52	84	40	77
50	89	16	75	8	76	16
85	100	40	82	70	1	40
74	52	63	74	20	36	63
60	57	7	4	64	88	7
14	27	85	10	99	5	85
27	12	57	6	84	91	57
93	99	74	54	99	53	74
69	38	44	59	48	66	44
50	17	16	4	43	2	16
88	14	8	77	26	86	8
89	76	91	11	71	28	91
27	63	68	11	52	98	68
93	92	98	5	39	68	98
27	53	85	38	10	81	85
71	49	53	99	96	60	53
54	42	3	62	72	79	3
8	65	32	3	87	9	32
87	4	5	7	99	97	5
36	61	87	21	69	21	87
45	34	57	46	55	85	57
85	94	10	66	19	55	10
58	59	6	8	8	63	6
43	73	9	100	76	24	9
41	44	12	31	81	53	12
53	15	10	87	66	39	10
34	39	69	59	83	28	69
93	38	59	64	23	6	59
85	34	18	39	49	40	18
59	59	48	66	1	82	48
85	99	45	45	63	60	45
87	7	23	78	32	90	23
49	2	48	69	69	62	48
45	74	55	90	45	44	55
62	7	7	91	47	36	7
95	30	83	78	20	24	83
82	50	90	79	4	75	90
3	2	58	9	52	76	58
53	87	76	79	80	25	76
23	70	57	16	75	37	57
4	7	89	8	16	7	89
31	4	83	47	31	26	83
53	48	10	86	88	99	10
5	29	71	78	29	100	71
71	46	54	27	47	2	54
67	78	39	42	28	49	39
19	60	52	27	36	43	52
24	22	8	23	44	42	8
31	84	18	46	26	32	18
59	9	79	96	59	15	79
19	62	41	84	55	12	41
38	52	9	50	21	33	9
43	60	20	88	38	26	20
1	71	22	61	67	11	22
29	22	18	32	64	81	18
43	59	6	59	51	1	6
94	97	4	47	55	49	4
91	27	31	18	55	75	31
6	36	25	82	69	69	25
61	53	22	53	66	46	22
56	89	30	99	66	16	30
84	26	42	72	84	85	42
33	71	39	7	38	33	39
75	33	56	27	87	86	56
47	66	45	97	88	71	45
83	63	30	52	14	58	30
46	23	33	55	53	76	33
48	17	43	98	9	31	43
81	41	44	10	31	20	44
10	94	18	43	72	71	18
49	49	16	19	80	53	16
71	15	48	88	47	72	48
38	8	40	63	30	12	40
38	46	57	60	16	20	57
90	57	57	8	95	40	57
29	19	5	34	4	25	5
61	18	17	3	29	45	17
7	53	80	84	37	24	80
86	68	11	36	41	91	11
40	39	74	56	26	1	74
16	44	53	75	56	59	53
65	58	72	11	56	48	72
38	60	70	79	83	26	70
44	45	42	31	65	28	42
46	69	20	83	81	52	20
4	40	49	76	91	38	49
15	60	24	71	70	43	24
27	30	87	64	6	11	87
50	33	99	18	37	71	99
