769
1	602
3	1509
6	527
9	1013
15	975
20	297
26	401
35	1322
40	1172
46	327
48	1768
57	969
60	577
64	799
70	1814
76	1944
81	1936
89	697
91	649
95	153
104	1511
107	1751
109	444
119	20
129	751
138	1367
140	1019
148	710
151	850
159	113
170	952
178	757
179	890
184	650
191	1852
200	1765
207	330
214	1889
222	71
232	1654
234	1154
244	744
252	405
255	855
260	1653
264	809
267	793
273	557
279	493
288	1544
296	694
298	320
300	1510
302	1881
310	1644
313	306
323	210
329	804
336	1807
343	1557
353	1150
358	752
369	59
371	775
373	1880
379	372
382	1690
391	1341
402	674
406	1292
415	47
421	1751
423	1945
432	886
433	1359
435	300
445	41
446	799
456	932
462	962
471	722
473	320
480	768
491	64
495	303
499	644
508	1488
510	305
512	1932
514	108
525	1335
535	1151
543	70
554	9
563	1535
567	241
570	775
579	1136
585	187
591	64
599	1812
610	842
615	1141
619	657
624	416
631	1104
642	701
650	1870
660	566
669	1815
677	540
687	1372
696	1747
706	472
716	963
726	571
737	1298
740	530
745	1768
753	1611
755	1402
758	1614
767	1265
772	156
782	839
787	1989
788	1754
797	542
799	1496
804	1391
811	1440
812	1371
817	907
824	1113
829	817
839	706
842	833
849	749
851	1737
861	1799
871	336
882	1910
891	1294
900	1275
908	425
910	1400
921	1215
930	1034
936	458
943	437
950	1817
956	1615
961	1448
966	586
969	837
975	124
978	794
979	431
984	341
986	664
994	22
1001	79
1007	1661
1017	1463
1028	1415
1031	1457
1036	1366
1037	418
1040	218
1045	1734
1050	1845
1057	1365
1062	1717
1073	156
1076	886
1080	1934
1089	389
1092	102
1102	1673
1110	622
1116	1196
1122	76
1123	712
1126	699
1132	697
1137	1021
1142	329
1146	598
1149	1830
1158	1559
1166	1809
1172	1805
1180	1914
1186	1548
1189	339
1195	1781
1205	639
1208	1542
1210	933
1216	1508
1225	1964
1230	1072
1233	1555
1239	1177
1240	212
1248	494
1258	688
1261	1039
1272	758
1282	961
1289	1562
1293	446
1295	1238
1296	1011
1297	843
1308	605
1310	771
1320	1447
1330	530
1337	368
1344	1151
1353	1439
1359	523
1361	1099
1366	8
1376	1480
1386	1908
1389	472
1398	209
1402	1089
1410	1839
1419	460
1426	1123
1435	1455
1445	203
1456	562
1466	43
1469	1974
1475	1770
1481	591
1489	865
1490	1002
1497	1134
1500	423
1507	617
1516	1761
1522	1024
1529	1718
1537	1832
1541	420
1550	886
1551	1201
1558	383
1567	1481
1569	1958
1576	1543
1584	567
1589	795
1596	491
1601	1964
1602	509
1610	645
1620	1045
1629	170
1640	1571
1642	1679
1646	1950
1650	1275
1653	1175
1660	1376
1663	1675
1671	638
1681	1921
1686	1946
1692	421
1702	1277
1707	1987
1712	928
1719	746
1723	1831
1727	1869
1733	1426
1736	234
1738	898
1745	773
1748	1062
1750	82
1753	226
1760	1601
1767	1462
1777	960
1787	816
1794	1246
1799	1489
1806	169
1812	164
1813	138
1824	12
1830	1544
1837	1869
1847	1059
1858	66
1866	1789
1877	189
1885	1755
1894	211
1902	1511
1908	1761
1918	1817
1924	1771
1927	864
1936	1208
1944	1075
1951	1890
1960	824
1970	82
1981	1924
1989	1270
1993	1531
2002	1184
2003	215
2011	190
2015	1996
2019	1219
2030	246
2033	1744
2040	1237
2041	1027
2044	1604
2052	1618
2060	1029
2064	1365
2065	1044
2070	1154
2071	1161
2075	1179
2082	1085
2083	326
2093	621
2104	1281
2107	672
2108	858
2115	697
2125	1934
2134	1452
2139	1348
2147	40
2158	41
2160	226
2168	1040
2177	1141
2185	1270
2190	35
2195	529
2202	194
2208	1998
2218	370
2226	1002
2236	1558
2241	417
2249	1499
2252	1327
2256	1589
2263	1321
2266	303
2275	156
2278	1971
2283	160
2289	197
2293	758
2303	1794
2314	681
2316	1153
2319	102
2329	886
2331	1160
2338	352
2340	875
2349	640
2356	584
2360	1563
2367	1675
2376	223
2381	877
2387	1223
2396	922
2406	1648
2408	611
2412	1702
2415	340
2422	119
2425	1604
2435	704
2442	1349
2450	1283
2460	844
2469	231
2479	1287
2487	918
2490	289
2496	959
2505	324
2510	259
2516	889
2519	1875
2528	1102
2535	1526
2536	1650
2540	1885
2543	1517
2548	1136
2550	1625
2552	1595
2555	1544
2559	883
2561	481
2570	677
2580	735
2582	807
2591	781
2597	860
2598	1533
2607	186
2616	1543
2618	147
2626	128
2629	1727
2636	19
2647	837
2657	470
2660	305
2661	1499
2669	1906
2673	903
2681	414
2683	221
2685	1937
2688	311
2699	444
2701	1678
2709	560
2714	1209
2723	1479
2730	117
2735	944
2741	826
2745	524
2755	713
2762	1624
2764	461
2767	724
2778	527
2783	1774
2791	1352
2796	1426
2805	800
2812	802
2820	1009
2823	1830
2832	701
2838	220
2849	775
2859	929
2863	1122
2872	1456
2882	239
2891	1702
2894	239
2897	307
2903	1485
2908	1104
2918	1704
2923	1696
2929	1783
2937	1003
2939	1029
2945	1942
2946	1811
2953	288
2963	1390
2967	1032
2975	873
2984	1545
2990	396
2992	244
2998	923
3008	1891
3011	1057
3014	180
3018	530
3025	672
3028	934
