28	197	100	54	54	152	34
126	155	126	29	91	90	142
161	72	177	66	50	125	74
68	45	126	46	81	126	144
104	90	43	99	29	52	103
74	157	192	54	197	95	157
140	164	170	169	115	127	174
151	140	152	84	92	82	140
109	113	141	113	165	144	107
31	11	20	85	104	164	113
19	155	188	159	159	159	94
75	155	63	18	175	59	187
26	48	124	27	185	48	29
171	125	28	50	104	18	171
52	54	61	150	81	63	150
188	126	95	188	188	129	30
49	115	173	12	176	64	173
175	104	12	135	20	159	135
152	58	58	92	152	58	152
96	96	45	45	179	96	45
107	110	73	124	107	86	74
179	79	64	118	188	141	149
112	120	20	126	77	77	77
90	68	53	145	145	46	14
118	157	54	97	97	145	103
190	157	157	190	157	160	190
163	42	42	19	124	157	42
67	111	191	100	16	30	16
24	102	24	97	81	81	24
30	37	172	118	30	159	102
125	116	49	103	175	15	168
70	70	110	138	197	58	23
98	132	159	119	98	76	98
48	149	139	149	149	139	139
11	179	128	179	128	179	128
91	127	127	56	91	91	127
114	167	62	148	94	166	114
178	178	130	132	79	178	18
42	70	50	68	114	120	89
27	141	62	189	153	25	169
92	136	85	117	48	85	49
92	169	183	24	26	24	31
166	76	90	27	27	130	27
81	78	141	112	112	134	179
109	136	109	103	109	83	103
66	66	143	42	42	66	42
10	33	125	62	46	170	14
24	139	154	192	86	139	139
131	124	10	131	151	131	99
169	72	35	72	72	169	169
20	61	115	185	169	161	161
79	132	63	75	87	79	32
46	46	125	71	71	71	46
72	118	171	46	112	180	15
51	96	183	31	24	24	24
138	156	47	138	138	47	156
78	111	82	10	96	102	180
77	35	77	182	130	149	75
54	44	10	87	131	60	87
135	135	180	41	74	189	13
120	111	169	169	128	186	169
99	43	60	148	11	98	118
74	67	146	173	167	24	105
72	32	72	77	77	107	107
161	73	161	124	168	161	73
34	148	59	100	34	132	51
92	66	92	135	135	135	92
118	180	21	171	118	12	98
192	71	95	183	74	76	159
32	32	32	35	82	82	82
53	20	186	53	29	52	107
19	191	170	191	191	200	118
36	16	5	16	43	16	5
