3,5835656	5,9213016	S2VI
3,6380362	6,2436988	L1VI
4,9487566	5,7036279	N6II
3,9372191	6,4849584	J9VII
7,3024752	12,3646605	L9II
7,7468864	12,5525944	G7I
6,0327862	12,41366	J2VII
6,1925952	12,5192383	Z9V
3,3783531	6,3537614	J1IV
3,6602685	6,0639322	Z5VII
6,4214068	12,4066176	J5IV
4,3974868	6,1683568	G2I
4,8795185	5,9288174	N1VI
7,5685093	12,2770527	S5IV
2,571259	6,1632119	N3II
3,3718569	6,4171422	G6IV
6,8165374	12,6976065	G5III
4,5917532	6,3670565	G1V
3,3718976	6,5275851	S2IV
7,2119604	12,0288522	J2VII
3,8471735	6,1225014	Z2III
7,0625947	12,5027093	Z1I
3,5237345	5,8044232	J2III
3,7220073	6,3890818	Y3II
3,6908411	6,1332166	S4III
5,0789911	6,0491137	L6III
4,5628148	6,0726462	Y7VI
3,9761909	5,6772897	Z7VI
6,6107746	12,3683542	Z5II
4,8127478	5,8752393	Y8III
4,4808178	5,9823728	Z5II
3,3649368	5,8396	Z7I
4,0410983	6,2433918	Z4V
8,4837936	12,5978545	S5VI
3,2434691	6,3451925	Z7I
7,189353	12,4778674	J3IV
6,4899308	12,2496948	N5VI
6,7058305	11,8266423	S1VI
6,2779327	11,4649632	Z4VI
4,4386972	6,0750262	G2II
6,9600935	12,7403518	Y1II
3,8209512	5,5542061	N7VI
3,9166485	6,4147538	Y6II
4,1849127	6,635873	J1I
4,3853119	6,318272	L4IV
6,3108066	12,1382904	G6IV
7,5950877	12,6190696	L8VI
4,1995432	6,0140662	N9IV
3,1205314	5,5700617	Z5VII
7,119378	11,7026587	Y9II
3,0983143	6,3067308	N2III
7,4308695	11,813578	J6III
3,867747	5,6157075	Y9II
3,8584375	5,2939373	S6VII
3,5828954	6,137847	Y8VI
5,8444073	12,6155225	Y6II
6,6485294	12,6593794	Z6I
5,9985779	12,3805728	Z8VII
6,8120654	12,025675	L5V
6,3364429	12,5041112	G2I
6,4183497	12,179554	J5VII
4,6127713	5,7919748	Z5I
6,8404005	12,3073165	Z9IV
3,4870242	5,6617462	N2I
3,7415606	6,1855119	J5I
2,2041051	6,6768364	S6VI
4,182129	6,355851	L2V
7,7362391	12,7337379	J3IV
3,6910258	5,3097123	Z7VII
7,3703687	11,954758	Z1VI
6,1340091	12,826658	G3IV
5,0737105	6,0829993	Z2II
5,5290704	6,3370952	Z2VII
6,6765541	12,0231751	Y1III
4,3818931	6,2113485	N1VII
8,0264084	12,6086112	N1V
6,5223835	12,2566877	N4VI
6,0395902	12,4695212	Z2IV
3,9376238	6,2523969	Y6IV
5,735486	12,4108415	S6IV
6,4368875	12,1056512	L9V
2,8592643	6,253253	N1VII
7,419195	13,0042192	G2VII
2,8483952	6,3700966	Y9IV
3,6696525	6,1281851	L3VI
4,1224868	5,8516133	G4III
2,0899538	6,1176602	J8VI
7,3815704	12,8888042	N8VI
3,9951754	5,7468867	L7IV
7,3633897	12,1066727	N4V
2,5477279	6,3983045	J9V
3,6964985	6,3722811	G5III
2,9896794	6,3429387	N4V
3,8238252	6,5612626	L4III
7,9922122	12,002634	N5V
5,3699432	6,5302491	G8III
6,5829041	12,1078107	J1VI
7,3278786	12,6222308	Y7VII
3,6357195	5,5571264	Z7I
3,5992143	6,5503782	S9VI
3,3136864	5,4956585	N4III
5,2777805	5,8928639	Y5VII
6,8911339	12,8299611	L5V
4,1115386	6,5256207	Y8I
7,2656019	12,4221152	N1IV
7,175377	12,3117229	Z1III
3,9546323	6,9649362	N8II
5,5187594	12,8933735	J7III
3,3997798	5,8617179	J4I
3,9575824	6,4547978	Y2V
4,2887303	6,7432009	Z1IV
8,3415667	12,905261	J5VI
7,2147038	12,8881253	N7IV
6,8010857	11,9653266	Z2VI
6,1787346	12,5152782	Z9VI
3,9511745	6,2712242	S4II
7,0598792	12,5856753	S5I
4,1322135	6,0396753	G2VII
3,3310825	6,0947699	Y4II
4,0903731	6,3221838	G5III
5,4682157	12,2320218	Y2VII
7,4560688	12,1736479	Z3VII
4,1042045	6,1188078	N9II
3,7002731	6,159793	S3I
4,2734741	6,5240874	L2III
6,8750553	12,5023255	J1II
4,5937487	6,861456	Z1II
3,7756995	6,164725	J4I
3,9289247	5,7554205	G7VII
7,035357	12,648004	Y3I
4,7250939	5,9842362	N6II
7,5960763	12,5065982	S8V
4,6684927	5,6803628	L8II
6,3089831	12,2820857	Y4V
7,4566973	12,7009025	N3VI
4,5557198	6,3025789	Z4I
4,1379852	6,1179521	J2IV
7,9239031	12,2165092	S4VII
3,6584067	5,8578399	N9V
4,5078602	6,5548557	N1III
5,3472		6,0782949	Z8II
4,0750817	6,4075457	S8VII
3,0110988	6,6941713	J4VI
7,0984584	12,6161649	Z9V
3,5653935	6,0894357	N4III
4,7995983	5,8446336	N4I
2,9866065	6,5343785	Y7III
4,0305603	5,6450668	J9II
6,9651173	12,2288038	G7VII
3,5269544	6,1392004	Y8VI
4,0226167	5,8496453	J8III
4,3020038	6,7485812	Y8IV
7,4434332	12,1898013	G6IV
3,5584673	6,3679136	S6IV
3,2998827	6,0565423	S3VII
7,8894451	11,8784714	N7III
