-2,646237	2,903723
-2,82325	3,879152
2,737007	-0,551235
-2,329539	2,71795
-2,099708	2,505884
2,714645	-1,496806
-2,154652	3,143341
-1,716047	2,756388
-2,220368	3,852033
2,709292	-0,634354
-1,775173	2,854561
2,841158	3,798789
2,782675	4,420495
2,600591	3,748528
2,582021	-0,129354
-1,557085	2,576279
1,862902	0,0521
2,142647	-0,69768
-1,582316	2,803976
-2,203751	2,772993
-1,966609	2,663748
2,316718	4,874097
2,951547	3,101431
-2,002424	2,618746
2,453123	4,762986
2,495085	4,284984
2,484949	3,006747
2,068311	4,172038
-2,35134	3,536812
-1,832091	2,510128
2,706521	-0,416843
-1,981114	2,317908
-2,147146	2,138882
2,304757	-0,110503
-2,302064	2,848496
2,583258	0,56477
-2,434269	3,699956
2,3367	-0,070279
2,205008	3,82117
2,749493	3,815364
2,470057	3,751275
-1,464954	3,105682
-2,082293	2,729761
2,312213	-0,561075
2,255187	4,578159
2,186122	4,071121
-1,87204	2,45083
1,906948	4,002333
-2,499811	3,168806
2,195079	3,874045
-2,486627	2,926021
-2,338602	2,907613
-2,135714	3,869199
-2,194771	1,926714
2,041267	3,496535
-2,269017	2,206831
-2,15467	2,60973
2,745077	3,72291
-2,188199	2,959247
2,927907	-0,663374
-1,972641	2,218509
-2,227378	2,101701
-2,610334	2,449533
2,538999	3,885063
2,637762	-0,591152
-1,509009	2,518978
-2,031398	2,012559
-1,86011	2,521838
-2,184518	1,752297
-2,309979	3,434317
3,042472	0,37353
2,91537	0,549654
-2,450317	2,692598
2,414174	3,981452
2,212847	-0,157663
2,11397	4,144993
2,378642	3,935743
-2,040289	3,481235
2,152761	0,123368
1,771079	4,172212
2,537134	-0,295391
-2,457422	1,943317
2,254441	3,507811
2,429827	-0,480766
-2,023619	3,220241
-2,616608	2,190438
-2,151973	3,754523
2,867594	4,015543
2,405562	4,633061
-2,361702	3,20187
3,19923	-0,465824
2,341161	5,014524
1,961145	3,849624
2,516825	-0,293265
-2,391759	3,374752
-2,371508	2,753696
3,060518	0,031168
2,443164	-0,022783
2,61405	-0,296671
-1,974954	3,541331
2,697113	-1,05347
2,839474	2,917004
2,548402	-0,085792
-2,384964	3,167718
2,461296	-0,738994
-2,033601	3,522307
2,756044	-0,571407
2,9183	-1,555075
2,171326	4,419342
-2,281851	2,815485
2,40493	3,922143
2,668956	3,226605
-2,193758	2,879646
2,67598	3,479838
2,626101	0,889588
-2,008898	1,749736
1,764543	3,747682
2,192849	4,530124
2,609697	-0,311272
-2,223088	2,613822
2,331561	1,070157
-1,977522	2,309332
-1,737413	1,324367
2,580695	3,474415
2,108926	4,310845
-2,230262	2,497408
2,746407	0,221728
2,170175	4,413136
2,649809	4,230129
-2,375427	2,184795
2,173953	3,016339
-1,847877	2,565737
2,12612	0,167605
2,154661	3,598847
2,082367	4,093911
-2,000945	3,280831
2,273557	3,805529
-2,659593	3,213227
