201	63	71	38	79	33
45	42	50	76	29	85
35	68	100	30	42	87
45	96	17	17	81	25
44	89	36	28	58	90
80	86	37	45	54	62
1	87	36	83	67	49
13	83	46	40	47	63
206	38	52	206	49	32
33	73	88	62	64	56
15	86	33	18	35	40
50	57	50	68	35	52
71	27	100	49	90	28
34	18	92	96	47	75
65	60	87	41	62	25
29	10	94	85	20	31
69	82	92	75	19	69
55	47	25	53	64	46
72	99	100	53	10	19
40	96	22	87	40	22
14	58	11	82	89	100
94	85	81	61	57	57
36	72	72	73	81	68
11	37	32	21	19	96
54	80	42	78	95	66
66	75	30	91	64	13
131	131	23	169	169	34
72	29	33	10	24	32
63	59	29	86	35	29
93	88	63	100	54	49
53	61	81	33	72	64
10	11	92	72	58	97
88	45	52	79	92	88
95	16	76	86	84	23
97	51	45	34	39	69
79	43	68	59	14	34
53	65	91	58	37	96
71	65	61	97	70	67
44	76	80	20	56	21
67	68	35	67	96	58
16	50	76	64	56	67
86	29	65	29	85	26
20	56	92	19	29	55
33	69	79	66	19	36
94	32	45	29	17	27
65	27	50	22	23	77
30	37	19	77	45	91
14	67	77	62	86	75
10	75	87	62	91	87
35	27	10	89	20	92
36	95	37	98	54	96
12	38	64	35	12	96
81	90	35	34	23	22
88	80	94	53	96	54
25	24	12	28	83	45
74	79	68	60	81	53
64	15	19	73	83	96
39	33	33	11	23	12
98	76	24	51	97	35
23	22	44	31	46	84
44	19	53	91	43	97
56	83	80	44	92	19
83	31	17	32	26	15
14	21	39	73	91	99
34	82	35	41	63	99
26	28	100	63	96	83
87	35	46	56	81	24
40	73	92	18	24	23
39	76	99	20	42	90
22	51	72	69	97	10
46	34	50	84	14	74
77	12	35	92	79	63
39	69	49	10	53	27
60	94	66	50	27	33
69	49	31	86	43	76
70	14	68	14	24	18
54	53	15	40	21	57
19	85	53	54	43	19
63	41	62	17	100	38
86	51	51	41	31	26
48	97	67	84	38	95
12	88	72	11	80	83
58	65	53	11	18	13
83	41	72	42	13	14
62	78	81	79	36	11
87	38	25	99	72	22
62	14	16	69	75	97
32	26	38	97	10	95
90	10	85	29	54	27
41	89	86	18	56	74
20	36	69	37	89	30
41	87	91	11	29	11
71	48	70	58	75	44
98	68	43	69	26	99
22	76	15	73	32	43
84	46	29	89	36	61
87	45	71	59	20	89
43	52	51	21	44	81
55	48	49	79	40	30
63	76	73	70	86	96
51	15	10	25	33	75
30	23	93	14	43	22
18	60	21	43	50	83
30	34	38	83	81	10
78	39	38	48	82	97
35	31	22	68	12	25
64	16	46	45	23	74
63	53	31	100	61	58
15	23	82	78	49	68
53	57	46	68	26	81
24	73	31	16	85	95
49	43	46	50	57	94
96	62	89	38	89	23
38	92	100	36	82	91
83	14	28	69	18	18
58	62	32	27	39	59
92	12	46	15	12	41
65	89	13	32	78	93
41	28	42	100	80	17
45	71	66	56	88	84
66	15	21	97	87	43
44	76	16	52	70	81
83	67	59	11	84	94
97	55	35	89	39	27
57	81	12	35	58	94
41	43	17	85	14	30
46	13	90	86	97	94
63	77	58	99	19	11
53	36	20	56	95	87
79	30	56	87	32	95
17	32	11	37	16	37
52	27	15	90	37	73
68	20	59	19	95	73
40	56	97	24	33	40
23	67	15	26	65	18
44	62	25	69	33	24
16	88	44	28	14	37
65	27	69	73	70	69
23	60	12	15	71	18
63	34	97	91	89	39
67	75	63	23	70	39
31	34	89	36	33	95
44	72	27	69	35	91
87	51	92	27	25	47
83	78	16	24	17	100
47	49	79	93	12	77
14	57	23	45	36	64
39	11	19	62	20	67
99	26	15	71	76	82
67	40	60	88	88	97
71	92	22	91	85	98
88	84	35	43	19	24
96	75	45	46	72	15
90	83	93	67	82	34
99	83	14	32	32	86
47	49	45	35	59	87
59	64	79	55	73	86
34	22	65	76	98	100
44	50	71	89	11	59
68	85	88	45	82	100
37	17	61	59	54	48
63	56	80	94	97	36
29	28	67	35	15	89
44	47	14	24	56	88
53	51	89	42	81	58
87	84	48	41	93	22
64	82	22	41	90	82
58	33	48	10	12	95
92	22	97	43	12	69
38	13	24	95	24	22
47	46	66	61	83	81
13	100	69	22	45	76
16	32	12	56	22	73
64	48	68	97	31	93
41	77	34	32	50	78
68	55	15	76	10	72
99	81	70	49	56	45
50	46	11	98	79	29
79	72	25	50	21	69
70	35	91	66	69	61
49	33	36	97	56	23
19	77	87	70	88	68
94	15	46	11	62	67
37	25	13	99	47	67
65	48	18	59	74	58
93	64	30	60	95	63
75	43	91	16	56	49
19	21	45	36	26	64
77	52	88	70	88	53
14	91	11	90	79	83
29	85	24	41	57	94
29	97	50	20	87	63
75	16	61	90	53	70
54	89	55	86	38	69
46	70	37	69	64	38
95	53	94	38	57	52
79	74	54	62	88	52
16	73	77	24	16	60
95	97	25	58	12	33
59	63	55	87	13	43
52	97	94	20	27	23
83	51	52	10	90	29
34	41	99	48	87	89
56	61	55	93	56	53
61	83	100	91	33	14
93	44	58	26	26	16
81	48	25	16	13	91
91	46	20	16	82	48
53	44	71	12	39	67
71	99	47	15	18	44
87	95	12	50	69	45
55	86	32	26	29	36
52	70	51	34	82	35
44	16	33	78	19	76
67	94	65	24	21	93
51	100	28	83	96	19
58	63	41	40	45	57
59	62	47	11	72	10
22	81	66	60	16	60
75	17	75	20	81	54
23	26	65	82	26	60
34	45	58	82	32	39
25	37	15	32	72	19
50	95	38	97	83	99
24	68	61	60	19	12
96	67	77	19	20	92
17	25	13	21	73	73
39	66	97	23	47	40
72	72	38	23	59	33
67	29	41	84	98	96
27	82	25	79	48	33
48	32	22	12	43	43
79	17	50	32	74	43
100	75	66	12	53	39
21	92	50	60	98	61
53	25	60	82	29	51
52	18	48	22	66	42
42	49	29	90	26	29
62	38	14	70	37	69
74	36	95	93	63	21
94	98	14	62	32	81
34	29	27	82	11	63
72	42	59	72	77	67
78	41	48	84	58	96
41	70	57	71	91	99
56	26	36	32	48	21
18	21	26	84	73	76
22	79	74	74	92	70
31	82	78	98	88	22
23	71	12	38	57	43
56	93	32	52	65	10
78	42	88	79	63	26
31	19	55	79	10	28
33	85	43	93	97	77
81	100	18	79	87	65
19	11	45	62	87	96
19	81	25	27	68	32
22	76	78	28	80	34
93	39	31	54	37	94
70	19	53	33	31	86
90	62	67	21	22	92
31	69	70	11	61	12
37	12	48	38	76	39
43	44	49	23	60	97
97	68	73	95	43	31
69	25	22	81	81	21
63	44	29	14	40	74
40	48	68	74	89	94
68	24	41	71	27	53
73	85	95	82	53	12
83	51	64	52	42	43
51	16	82	92	34	46
48	84	32	45	24	52
25	59	40	58	49	64
68	21	43	87	60	29
27	59	28	47	20	21
11	90	27	54	46	26
47	70	31	31	50	46
22	84	48	27	76	37
92	50	59	15	58	28
81	54	90	26	55	73
69	39	48	79	51	26
37	61	94	99	55	93
84	87	32	75	50	88
57	66	11	71	97	34
40	30	80	35	87	100
70	55	91	67	66	23
19	16	89	96	70	11
67	67	97	90	40	30
74	69	80	12	80	75
83	73	29	76	89	87
39	64	74	76	91	48
93	34	73	53	19	14
78	60	89	27	62	78
27	10	98	22	91	48
80	38	41	29	44	32
36	84	44	97	42	97
87	33	66	44	74	73
36	95	68	97	86	32
83	62	28	13	79	48
51	79	48	75	21	52
76	73	11	37	70	57
40	72	48	20	41	41
70	64	13	74	82	61
53	18	27	36	35	85
66	60	47	80	55	35
23	57	12	67	80	39
25	66	95	73	39	81
10	99	36	74	99	48
14	87	57	86	69	78
64	43	49	51	61	47
51	10	59	30	96	59
37	86	17	14	48	52
86	15	74	31	44	73
29	74	65	92	91	53
95	93	28	68	20	11
43	43	45	45	99	78
46	80	33	11	91	21
75	63	10	72	65	34
65	74	18	17	44	10
73	91	92	91	66	41
92	23	94	52	96	14
15	53	25	26	25	80
12	89	74	62	45	50
22	63	47	73	30	33
70	88	21	84	24	70
55	80	61	49	17	99
27	55	56	51	97	17
84	83	19	53	52	70
21	60	77	28	86	95
31	25	68	63	94	43
24	28	21	61	98	64
40	57	35	49	32	72
28	80	75	34	64	58
77	61	72	75	81	87
70	11	95	78	38	58
57	93	48	78	33	41
74	82	50	34	27	38
73	99	42	37	79	95
17	53	96	74	82	78
87	76	55	70	87	12
99	43	42	94	89	76
73	73	76	66	71	85
100	46	31	43	48	47
47	17	95	14	59	15
60	66	59	90	61	46
16	96	74	86	21	19
34	30	28	88	13	88
69	63	19	66	42	60
45	62	42	27	54	70
34	45	29	43	91	68
95	24	33	63	49	65
19	73	81	92	19	74
17	63	80	99	86	55
41	74	62	84	78	38
23	12	79	41	32	57
33	61	21	42	64	61
86	27	44	77	60	83
14	93	83	83	21	53
93	43	40	98	94	23
62	13	88	100	69	45
17	33	21	18	56	83
21	55	75	90	37	34
54	71	88	38	57	68
85	83	20	76	76	90
44	71	22	19	56	76
26	48	78	24	94	51
41	67	70	53	84	44
57	52	86	97	61	67
23	89	45	61	69	63
97	21	97	74	12	44
21	64	85	34	12	71
41	42	52	17	49	22
87	44	27	40	47	18
23	32	31	88	48	24
54	20	52	97	15	27
80	91	63	26	65	30
78	33	53	28	10	11
30	74	28	81	74	60
68	31	12	62	46	94
40	32	62	54	73	30
93	44	43	47	73	45
71	45	71	58	96	48
97	39	63	80	47	75
41	73	69	65	19	39
56	58	70	33	79	84
95	68	97	41	81	58
29	47	91	34	72	60
42	71	32	98	83	18
87	21	33	22	71	89
97	71	73	70	59	44
65	47	24	32	32	60
47	13	95	35	56	97
22	73	62	85	84	65
12	39	66	79	41	66
49	89	15	76	57	32
24	18	97	87	98	55
20	97	74	44	74	83
20	72	79	46	92	17
36	69	25	66	90	27
24	29	47	56	85	34
61	81	44	54	85	93
10	17	70	87	58	40
13	76	27	40	78	17
32	93	68	61	72	75
20	98	55	98	95	19
99	65	14	30	71	95
95	90	42	55	83	32
96	51	43	24	47	21
97	43	11	82	44	85
73	12	24	51	29	65
44	68	79	59	90	81
35	75	80	51	69	33
20	81	61	76	61	50
91	97	47	57	96	66
100	92	76	19	58	57
78	18	29	35	42	56
57	20	39	15	58	86
64	85	22	30	39	68
88	13	28	11	44	94
26	95	45	80	54	79
71	55	47	16	45	37
27	11	85	80	82	13
52	100	81	11	30	46
53	39	80	42	58	16
88	38	78	68	16	72
82	24	93	79	30	14
99	71	60	15	62	93
12	38	14	46	72	11
67	56	22	71	15	81
96	13	22	59	88	65
86	45	28	63	40	33
72	30	39	84	10	76
29	16	24	16	53	94
30	22	90	88	96	26
